id,name,salary
1460,Hari,108883
1461,Hari,68408
1462,Hari,103817
1463,Hari,37115
1464,Sita,58352
1465,Anita,30082
1466,Kiran,96890
1467,Ram,102654
1468,Anita,89073
1469,Sita,90122
1470,Rohit,109461
1471,Ram,41644
1472,Sita,96531
1473,Binod,114657
1474,Binod,58534
1475,Sita,57290
1476,Rohit,86101
1477,Anita,91807
1478,Rohit,62208
1479,Ram,84490
1480,Rohit,52113
1481,Rohit,35652
1482,Rohit,63137
1483,Rohit,41658
1484,Anita,91929
1485,Hari,53003
1486,Hari,117298
1487,Gita,104153
1488,Hari,36438
1489,Anita,98249
1490,Kiran,89783
1491,Sita,110961
1492,Gita,91604
1493,Binod,81431
1494,Sita,64584
1495,Gita,93084
1496,Ram,75161
1497,Kiran,39798
1498,Rohit,73132
1499,Kiran,78868
1500,Sita,114124
1501,Gita,54986
1502,Kiran,92498
1503,Rohit,113695
1504,Binod,48617
1505,Gita,84741
1506,Kiran,83580
1507,Hari,70251
1508,Rohit,73985
1509,Binod,61182
1510,Anita,55834
1511,Kiran,39133
1512,Gita,45802
1513,Binod,81385
1514,Ram,41672
1515,Kiran,70778
1516,Gita,65969
1517,Gita,96231
1518,Ram,114846
1519,Binod,119654
1520,Hari,85437
1521,Binod,48188
1522,Ram,32028
1523,Hari,56262
1524,Binod,45167
1525,Gita,74625
1526,Rohit,72631
1527,Sita,109609
1528,Kiran,35313
1529,Rohit,94668
1530,Anita,96679
1531,Gita,42002
1532,Gita,45091
1533,Ram,87339
1534,Rohit,55427
1535,Binod,55324
1536,Kiran,39114
1537,Ram,98933
1538,Hari,113315
1539,Gita,40738
1540,Hari,56902
1541,Kiran,117560
1542,Sita,33349
1543,Gita,86601
1544,Anita,76777
1545,Ram,67522
1546,Ram,114778
1547,Sita,111830
1548,Anita,57569
1549,Ram,91724
1550,Ram,43944
1551,Hari,75808
1552,Rohit,99874
1553,Gita,74629
1554,Rohit,97784
1555,Ram,78727
1556,Ram,112412
1557,Anita,86611
1558,Kiran,36073
1559,Binod,105183
1560,Binod,73308
1561,Ram,52971
1562,Hari,38219
1563,Kiran,119459
1564,Binod,38026
1565,Sita,64667
1566,Ram,51866
1567,Kiran,61113
1568,Sita,82541
1569,Sita,47704
1570,Ram,100123
1571,Anita,62941
1572,Ram,113514
1573,Sita,81940
1574,Kiran,67449
1575,Kiran,58059
1576,Binod,69958
1577,Gita,39724
1578,Kiran,59662
1579,Gita,31649
1580,Sita,36633
1581,Sita,73466
1582,Ram,30870
1583,Sita,86340
1584,Kiran,103970
1585,Anita,88583
1586,Kiran,109397
1587,Sita,61940
1588,Gita,90758
1589,Hari,79880
1590,Gita,51489
1591,Rohit,98209
1592,Binod,96300
1593,Kiran,94541
1594,Sita,61147
1595,Gita,67614
1596,Binod,71323
1597,Binod,82685
1598,Binod,37668
1599,Ram,34590
1600,Binod,92440
1601,Ram,65175
1602,Ram,53715
1603,Kiran,100730
1604,Kiran,81364
1605,Gita,78061
1606,Rohit,76826
1607,Hari,64798
1608,Ram,103492
1609,Hari,94323
1610,Kiran,55558
1611,Gita,37368
1612,Anita,48668
1613,Binod,56152
1614,Kiran,53451
1615,Anita,53683
1616,Hari,70993
1617,Binod,105184
1618,Rohit,39490
1619,Gita,108345
1620,Binod,78888
1621,Sita,35805
1622,Gita,111142
1623,Ram,107487
1624,Binod,108159
1625,Binod,68397
1626,Rohit,89176
1627,Sita,104033
1628,Rohit,66083
1629,Anita,113704
1630,Rohit,103334
1631,Anita,106543
1632,Anita,61674
1633,Binod,77371
1634,Binod,54516
1635,Hari,100776
1636,Anita,79247
1637,Sita,34396
1638,Binod,43186
1639,Anita,51874
1640,Anita,72995
1641,Ram,77235
1642,Anita,46189
1643,Ram,54951
1644,Rohit,103457
1645,Kiran,101241
1646,Rohit,60722
1647,Anita,99057
1648,Binod,75575
1649,Rohit,56817
1650,Gita,50915
1651,Sita,36789
1652,Kiran,52013
1653,Ram,46706
1654,Sita,61671
1655,Gita,98086
1656,Rohit,108216
1657,Rohit,76957
1658,Hari,49133
1659,Ram,58090
1660,Kiran,52241
1661,Sita,57749
1662,Anita,67670
1663,Rohit,30003
1664,Binod,116776
1665,Binod,90743
1666,Kiran,95076
1667,Gita,54456
1668,Ram,37367
1669,Kiran,107208
1670,Sita,105554
1671,Binod,54140
1672,Ram,45249
1673,Binod,80128
1674,Gita,108165
1675,Hari,96781
1676,Binod,48879
1677,Rohit,87160
1678,Kiran,84799
1679,Kiran,116352
1680,Sita,63812
1681,Rohit,107892
1682,Hari,70091
1683,Kiran,39035
1684,Kiran,69854
1685,Sita,95389
1686,Rohit,117048
1687,Hari,52570
1688,Gita,37825
1689,Rohit,83155
1690,Anita,39500
1691,Ram,55771
1692,Gita,38669
1693,Anita,85189
1694,Rohit,104539
1695,Gita,35641
1696,Hari,56128
1697,Gita,116311
1698,Anita,99792
1699,Rohit,109778
1700,Hari,52904
1701,Sita,34414
1702,Gita,116648
1703,Gita,73224
1704,Hari,71507
1705,Binod,89206
1706,Kiran,64359
1707,Gita,95576
1708,Kiran,61638
1709,Hari,109155
1710,Ram,64333
1711,Anita,87390
1712,Kiran,58939
1713,Sita,108561
1714,Binod,55616
1715,Ram,76996
1716,Sita,116139
1717,Ram,114336
1718,Ram,47263
1719,Anita,33132
1720,Kiran,51447
1721,Sita,73825
1722,Binod,88617
1723,Anita,40181
1724,Sita,84323
1725,Gita,89952
1726,Ram,94343
1727,Gita,105619
1728,Sita,106148
1729,Gita,116574
1730,Hari,62907
1731,Sita,93102
1732,Sita,56310
1733,Anita,95085
1734,Binod,55752
1735,Hari,101587
1736,Binod,52950
1737,Kiran,73285
1738,Binod,113413
1739,Binod,96224
1740,Ram,98472
1741,Hari,69329
1742,Anita,33393
1743,Hari,54697
1744,Kiran,105250
1745,Hari,72080
1746,Anita,88586
1747,Sita,62231
1748,Kiran,73413
1749,Sita,87849
1750,Anita,46369
1751,Sita,84863
1752,Sita,113691
1753,Hari,72974
1754,Hari,96830
1755,Ram,106596
1756,Gita,85376
1757,Binod,104856
1758,Ram,99693
1759,Rohit,86044
1760,Ram,51381
1761,Anita,97050
1762,Kiran,108665
1763,Rohit,86861
1764,Rohit,74022
1765,Kiran,109996
1766,Hari,41840
1767,Rohit,76736
1768,Rohit,52340
1769,Gita,43390
1770,Gita,63011
1771,Gita,59385
1772,Hari,97193
1773,Anita,52345
1774,Hari,67794
1775,Kiran,59751
1776,Rohit,119046
1777,Hari,81909
1778,Hari,33123
1779,Rohit,34687
1780,Kiran,77219
1781,Gita,34167
1782,Hari,119753
1783,Sita,70934
1784,Anita,93220
1785,Kiran,107994
1786,Rohit,38868
1787,Kiran,87573
1788,Ram,81644
1789,Binod,68806
1790,Sita,113910
1791,Ram,90301
1792,Hari,39805
1793,Hari,83155
1794,Sita,80404
1795,Kiran,70373
1796,Kiran,58890
1797,Rohit,62828
1798,Binod,48421
1799,Ram,37373
1800,Kiran,68370
1801,Sita,37275
1802,Anita,116231
1803,Ram,77931
1804,Kiran,83392
1805,Anita,30182
1806,Hari,85961
1807,Sita,101534
1808,Kiran,83940
1809,Kiran,118268
1810,Anita,82114
1811,Ram,77110
1812,Sita,63467
1813,Ram,37673
1814,Anita,109317
1815,Gita,37934
1816,Anita,111145
1817,Anita,102853
1818,Rohit,104883
1819,Rohit,113055
1820,Binod,109119
1821,Binod,60868
1822,Anita,97078
1823,Anita,103864
1824,Hari,67056
1825,Anita,97793
1826,Binod,76269
1827,Kiran,103030
1828,Gita,91728
1829,Anita,51893
1830,Rohit,86754
1831,Rohit,35064
1832,Anita,106412
1833,Rohit,34712
1834,Gita,110983
1835,Anita,58046
1836,Kiran,107420
1837,Anita,52971
1838,Hari,32459
1839,Binod,39166
1840,Kiran,35930
1841,Gita,119831
1842,Gita,63454
1843,Anita,58849
1844,Sita,74761
1845,Anita,47981
1846,Rohit,59010
1847,Rohit,117005
1848,Gita,108133
1849,Kiran,44663
1850,Hari,53584
1851,Sita,76909
1852,Hari,111695
1853,Hari,49674
1854,Ram,62204
1855,Anita,92223
1856,Hari,62699
1857,Rohit,70400
1858,Binod,119071
1859,Ram,106886
1860,Kiran,72855
1861,Gita,43664
1862,Sita,87479
1863,Gita,48526
1864,Sita,40905
1865,Kiran,51766
1866,Kiran,112434
1867,Sita,73888
1868,Kiran,99196
1869,Rohit,84278
1870,Kiran,62596
1871,Rohit,97128
1872,Anita,42891
1873,Hari,86467
1874,Gita,91949
1875,Gita,70835
1876,Kiran,47278
1877,Anita,47953
1878,Anita,101702
1879,Ram,89196
1880,Sita,30466
1881,Gita,57531
1882,Ram,68055
1883,Ram,100676
1884,Rohit,90056
1885,Rohit,39968
1886,Gita,79632
1887,Rohit,67993
1888,Hari,78059
1889,Binod,103675
1890,Kiran,34252
1891,Sita,82056
1892,Anita,60033
1893,Sita,93026
1894,Hari,52692
1895,Hari,68203
1896,Sita,54876
1897,Gita,108629
1898,Kiran,62857
1899,Rohit,92633
1900,Sita,81906
1901,Ram,46932
1902,Gita,86365
1903,Sita,78214
1904,Binod,82535
1905,Hari,42390
1906,Hari,50908
1907,Ram,60158
1908,Gita,33844
1909,Sita,48116
1910,Sita,69938
1911,Anita,72868
1912,Kiran,45760
1913,Sita,36768
1914,Ram,35770
1915,Rohit,59727
1916,Hari,49161
1917,Gita,84009
1918,Gita,84482
1919,Ram,69905
1920,Binod,60742
1921,Binod,76793
1922,Rohit,69042
1923,Binod,85974
1924,Kiran,55165
1925,Anita,118339
1926,Rohit,54520
1927,Rohit,60652
1928,Binod,106214
1929,Rohit,91240
1930,Kiran,54462
1931,Hari,111889
1932,Rohit,101296
1933,Anita,59296
1934,Sita,75455
1935,Binod,100499
1936,Rohit,45902
1937,Sita,30419
1938,Anita,70120
1939,Kiran,110178
1940,Rohit,41315
1941,Gita,103756
1942,Gita,62322
1943,Sita,63810
1944,Rohit,78719
1945,Kiran,80538
1946,Hari,101777
1947,Ram,79119
1948,Rohit,96301
1949,Binod,106459
1950,Anita,30286
1951,Kiran,119310
1952,Gita,40094
1953,Ram,67241
1954,Rohit,114519
1955,Ram,112985
1956,Kiran,90733
1957,Anita,84222
1958,Binod,111553
1959,Gita,103363
1960,Kiran,114151
1961,Kiran,85994
1962,Rohit,57564
1963,Binod,92676
1964,Gita,114698
1965,Rohit,106099
1966,Kiran,31770
1967,Sita,64803
1968,Binod,75424
1969,Ram,47078
1970,Hari,111202
1971,Anita,60976
1972,Anita,96662
1973,Ram,85036
1974,Gita,30222
1975,Ram,75639
1976,Hari,44139
1977,Ram,103498
1978,Anita,38656
1979,Binod,109719
1980,Ram,104112
1981,Anita,32970
1982,Sita,33555
1983,Ram,43115
1984,Hari,79429
1985,Ram,60254
1986,Anita,117297
1987,Rohit,35536
1988,Hari,45600
1989,Hari,112046
1990,Hari,30231
1991,Kiran,43195
1992,Ram,50222
1993,Gita,96701
1994,Binod,103527
1995,Hari,38808
1996,Ram,111137
1997,Gita,66551
1998,Hari,91506
1999,Rohit,82498
2000,Anita,76501
2001,Ram,42148
2002,Rohit,35527
2003,Kiran,91135
2004,Binod,89467
2005,Sita,34592
2006,Gita,102571
2007,Binod,40558
2008,Kiran,55365
2009,Ram,51384
2010,Rohit,33904
2011,Sita,107009
2012,Ram,81507
2013,Kiran,64850
2014,Ram,108534
2015,Hari,76862
2016,Rohit,106577
2017,Gita,42957
2018,Anita,39499
2019,Anita,30542
2020,Ram,115048
2021,Ram,101114
2022,Hari,102284
2023,Sita,87644
2024,Hari,35936
2025,Kiran,37609
2026,Anita,75412
2027,Anita,98896
2028,Anita,47656
2029,Binod,93289
2030,Binod,34961
2031,Ram,92310
2032,Rohit,117953
2033,Rohit,41225
2034,Ram,84786
2035,Kiran,64837
2036,Gita,100359
2037,Ram,41848
2038,Kiran,50081
2039,Gita,87845
2040,Kiran,74139
2041,Hari,43344
2042,Sita,111499
2043,Ram,49410
2044,Gita,33473
2045,Hari,59580
2046,Ram,108912
2047,Hari,69545
2048,Anita,72174
2049,Rohit,105266
2050,Rohit,74181
2051,Gita,118652
2052,Gita,73449
2053,Gita,83135
2054,Gita,84749
2055,Sita,58774
2056,Gita,98772
2057,Ram,108302
2058,Binod,117210
2059,Sita,53056
2060,Ram,95262
2061,Anita,119420
2062,Binod,112151
2063,Rohit,46705
2064,Anita,75652
2065,Binod,91049
2066,Gita,80302
2067,Hari,86608
2068,Gita,89001
2069,Ram,100007
2070,Kiran,99311
2071,Sita,45114
2072,Rohit,43113
2073,Hari,37103
2074,Gita,117630
2075,Gita,82499
2076,Gita,53225
2077,Rohit,35830
2078,Gita,81410
2079,Gita,105227
2080,Rohit,47795
2081,Gita,102705
2082,Hari,30576
2083,Anita,46853
2084,Ram,109430
2085,Rohit,75302
2086,Gita,115627
2087,Anita,50921
2088,Gita,42477
2089,Binod,31273
2090,Binod,68705
2091,Gita,88548
2092,Ram,114234
2093,Sita,63215
2094,Kiran,66520
2095,Kiran,119047
2096,Hari,42035
2097,Gita,31370
2098,Kiran,118764
2099,Binod,35040
2100,Gita,61640
2101,Kiran,33484
2102,Sita,52634
2103,Sita,41506
2104,Ram,101629
2105,Sita,94115
2106,Hari,91608
2107,Kiran,48272
2108,Ram,97533
2109,Hari,47811
2110,Kiran,53315
2111,Anita,107911
2112,Binod,119615
2113,Gita,84255
2114,Sita,87228
2115,Hari,62291
2116,Anita,70545
2117,Rohit,111169
2118,Binod,108778
2119,Binod,54846
2120,Hari,67942
2121,Anita,104011
2122,Kiran,43108
2123,Hari,43761
2124,Binod,55940
2125,Rohit,105417
2126,Anita,48056
2127,Gita,55769
2128,Anita,65419
2129,Hari,72148
2130,Ram,38723
2131,Hari,67298
2132,Binod,89402
2133,Binod,91141
2134,Sita,89544
2135,Kiran,59282
2136,Ram,104466
2137,Anita,47510
2138,Anita,37318
2139,Sita,50563
2140,Gita,119573
2141,Kiran,110140
2142,Binod,99472
2143,Binod,44631
2144,Kiran,102163
2145,Hari,76230
2146,Binod,61992
2147,Rohit,48869
2148,Kiran,81553
2149,Rohit,58219
2150,Kiran,77681
2151,Hari,111110
2152,Hari,61560
2153,Ram,69520
2154,Hari,117435
2155,Hari,76394
2156,Gita,100849
2157,Ram,101594
2158,Rohit,76573
2159,Kiran,40976
2160,Hari,108905
2161,Anita,45323
2162,Gita,69956
2163,Rohit,30080
2164,Kiran,98155
2165,Anita,56782
2166,Kiran,116109
2167,Binod,68709
2168,Rohit,49672
2169,Kiran,32771
2170,Kiran,117894
2171,Ram,110766
2172,Ram,87238
2173,Hari,96026
2174,Rohit,114268
2175,Gita,40017
2176,Hari,84825
2177,Gita,40804
2178,Gita,32905
2179,Anita,107052
2180,Ram,78764
2181,Ram,39771
2182,Ram,113045
2183,Rohit,80575
2184,Binod,74746
2185,Rohit,48042
2186,Binod,61832
2187,Anita,61564
2188,Anita,61964
2189,Anita,113554
2190,Hari,46021
2191,Kiran,85380
2192,Rohit,70693
2193,Ram,78104
2194,Kiran,90585
2195,Sita,64237
2196,Rohit,103883
2197,Sita,68690
2198,Sita,54494
2199,Binod,68382
2200,Hari,37739
2201,Gita,89932
2202,Rohit,35634
2203,Rohit,48779
2204,Binod,110610
2205,Gita,91613
2206,Binod,45970
2207,Ram,35798
2208,Rohit,92379
2209,Binod,119660
2210,Binod,33313
2211,Kiran,89370
2212,Rohit,37640
2213,Binod,56910
2214,Gita,103650
2215,Ram,89661
2216,Hari,57845
2217,Binod,115555
2218,Sita,88101
2219,Sita,115052
2220,Hari,56055
2221,Sita,65525
2222,Ram,104204
2223,Rohit,56071
2224,Anita,70918
2225,Rohit,116337
2226,Kiran,96801
2227,Hari,70548
2228,Hari,112332
2229,Kiran,101290
2230,Kiran,93331
2231,Anita,37730
2232,Kiran,48642
2233,Binod,82133
2234,Anita,79674
2235,Hari,114243
2236,Kiran,117566
2237,Rohit,85563
2238,Gita,116832
2239,Binod,114472
2240,Binod,97056
2241,Rohit,87550
2242,Hari,95654
2243,Ram,100619
2244,Kiran,71600
2245,Hari,51524
2246,Kiran,39689
2247,Rohit,115853
2248,Gita,86662
2249,Sita,39345
2250,Anita,74789
2251,Sita,31423
2252,Anita,119701
2253,Kiran,113709
2254,Ram,48325
2255,Rohit,97309
2256,Ram,51058
2257,Binod,79666
2258,Rohit,119455
2259,Anita,56996
2260,Kiran,50937
2261,Kiran,117719
2262,Hari,104776
2263,Anita,60730
2264,Ram,39174
2265,Gita,86222
2266,Kiran,50205
2267,Binod,58488
2268,Binod,74482
2269,Binod,36679
2270,Sita,40465
2271,Anita,70738
2272,Rohit,108638
2273,Rohit,118016
2274,Rohit,70592
2275,Sita,72631
2276,Gita,45056
2277,Sita,53415
2278,Ram,39307
2279,Rohit,92538
2280,Gita,95628
2281,Rohit,94018
2282,Binod,105845
2283,Hari,51363
2284,Gita,34268
2285,Ram,38402
2286,Kiran,83865
2287,Gita,31297
2288,Rohit,44872
2289,Kiran,67132
2290,Ram,115182
2291,Sita,76054
2292,Gita,99805
2293,Hari,39265
2294,Rohit,95194
2295,Kiran,53686
2296,Ram,62099
2297,Ram,103591
2298,Anita,57637
2299,Anita,39884
2300,Sita,119290
2301,Gita,40382
2302,Rohit,41139
2303,Rohit,71232
2304,Binod,68812
2305,Rohit,76759
2306,Gita,52981
2307,Hari,53501
2308,Hari,37769
2309,Binod,81990
2310,Rohit,82754
2311,Anita,93012
2312,Hari,109939
2313,Rohit,49543
2314,Hari,52571
2315,Binod,82474
2316,Anita,49488
2317,Sita,108252
2318,Binod,57022
2319,Gita,100055
2320,Sita,66850
2321,Hari,31843
2322,Rohit,54894
2323,Sita,70799
2324,Rohit,78357
2325,Rohit,95771
2326,Anita,80593
2327,Gita,116595
2328,Anita,44132
2329,Ram,92588
2330,Ram,80998
2331,Hari,67257
2332,Anita,65322
2333,Sita,49213
2334,Sita,35731
2335,Anita,115209
2336,Hari,33789
2337,Kiran,53215
2338,Rohit,107197
2339,Rohit,66739
2340,Sita,37438
2341,Sita,56974
2342,Ram,79544
2343,Rohit,54537
2344,Hari,68553
2345,Anita,43686
2346,Ram,84712
2347,Rohit,97907
2348,Anita,68144
2349,Gita,51643
2350,Rohit,46749
2351,Gita,110326
2352,Ram,79405
2353,Anita,38194
2354,Gita,67501
2355,Sita,38824
2356,Gita,98652
2357,Ram,38261
2358,Ram,71239
2359,Ram,109930
2360,Ram,102510
2361,Rohit,99793
2362,Hari,71416
2363,Rohit,117083
2364,Binod,64529
2365,Binod,83196
2366,Hari,84263
2367,Sita,65200
2368,Anita,106028
2369,Ram,77417
2370,Sita,99653
2371,Hari,59054
2372,Anita,93537
2373,Sita,85135
2374,Hari,103773
2375,Ram,67165
2376,Ram,96876
2377,Hari,119704
2378,Gita,48913
2379,Binod,91525
2380,Rohit,68067
2381,Anita,95069
2382,Rohit,72996
2383,Binod,91505
2384,Ram,56331
2385,Sita,98593
2386,Binod,50294
2387,Rohit,69506
2388,Sita,106250
2389,Ram,50515
2390,Sita,33404
2391,Kiran,108427
2392,Sita,66044
2393,Hari,83500
2394,Rohit,87568
2395,Binod,36872
2396,Sita,62428
2397,Binod,36755
2398,Sita,102036
2399,Kiran,61053
2400,Anita,46362
2401,Sita,51417
2402,Binod,34871
2403,Rohit,86976
2404,Anita,58307
2405,Binod,119577
2406,Anita,61802
2407,Gita,57810
2408,Rohit,79945
2409,Hari,89141
2410,Kiran,42674
2411,Gita,92856
2412,Anita,113397
2413,Gita,43713
2414,Sita,119118
2415,Hari,43761
2416,Kiran,64772
2417,Rohit,49686
2418,Anita,91985
2419,Hari,96777
2420,Kiran,105365
2421,Ram,90592
2422,Rohit,91257
2423,Kiran,113325
2424,Anita,89138
2425,Gita,85259
2426,Kiran,47183
2427,Sita,118968
2428,Gita,58092
2429,Binod,65468
2430,Kiran,66607
2431,Anita,35430
2432,Rohit,64308
2433,Kiran,109109
2434,Sita,78003
2435,Binod,55530
2436,Sita,36760
2437,Anita,114675
2438,Anita,104317
2439,Sita,48745
2440,Kiran,92551
2441,Ram,89743
2442,Anita,34356
2443,Anita,115595
2444,Ram,30081
2445,Ram,92522
2446,Gita,34219
2447,Binod,111717
2448,Rohit,35693
2449,Kiran,56983
2450,Anita,52974
2451,Gita,107600
2452,Anita,82300
2453,Ram,39767
2454,Binod,76344
2455,Binod,86142
2456,Rohit,66530
2457,Sita,86013
2458,Kiran,91129
2459,Kiran,116125
2460,Ram,55414
2461,Hari,51600
2462,Kiran,109468
2463,Hari,68802
2464,Hari,117725
2465,Rohit,114280
2466,Anita,108165
2467,Sita,95620
2468,Kiran,64366
2469,Binod,50241
2470,Anita,110314
2471,Sita,112694
2472,Rohit,41874
2473,Gita,39564
2474,Sita,43751
2475,Binod,50246
2476,Rohit,117070
2477,Gita,60988
2478,Binod,70159
2479,Hari,103615
2480,Rohit,105566
2481,Rohit,79107
2482,Binod,114135
2483,Kiran,96499
2484,Kiran,100756
2485,Ram,56841
2486,Ram,36542
2487,Anita,59862
2488,Gita,75525
2489,Rohit,64464
2490,Binod,36228
2491,Ram,96395
2492,Binod,79999
2493,Kiran,105814
2494,Sita,35787
2495,Hari,93153
2496,Ram,59130
2497,Sita,95396
2498,Kiran,99390
2499,Hari,88822
2500,Ram,54303
2501,Rohit,88271
2502,Binod,48140
2503,Ram,81313
2504,Hari,72242
2505,Sita,81000
2506,Anita,84067
2507,Binod,82949
2508,Sita,76371
2509,Sita,103585
2510,Ram,88978
2511,Hari,99664
2512,Sita,64188
2513,Binod,31579
2514,Sita,90885
2515,Anita,77486
2516,Rohit,103718
2517,Gita,118237
2518,Hari,101807
2519,Kiran,88129
2520,Binod,109847
2521,Rohit,42726
2522,Hari,72622
2523,Anita,31276
2524,Anita,66596
2525,Anita,93829
2526,Kiran,118560
2527,Kiran,84984
2528,Kiran,79859
2529,Kiran,47480
2530,Ram,68835
2531,Rohit,57311
2532,Anita,80251
2533,Sita,42442
2534,Kiran,78701
2535,Hari,91416
2536,Rohit,51020
2537,Sita,98417
2538,Hari,109195
2539,Hari,68150
2540,Rohit,86402
2541,Sita,115857
2542,Anita,117329
2543,Rohit,44009
2544,Hari,92275
2545,Binod,117749
2546,Binod,70634
2547,Gita,92388
2548,Ram,43935
2549,Rohit,54480
2550,Ram,79084
2551,Anita,79332
2552,Ram,74161
2553,Ram,108144
2554,Anita,59002
2555,Gita,103910
2556,Ram,40725
2557,Hari,77077
2558,Hari,43420
2559,Hari,62048
2560,Sita,113496
2561,Hari,85488
2562,Rohit,53157
2563,Sita,37749
2564,Gita,107759
2565,Gita,30377
2566,Kiran,113246
2567,Rohit,32399
2568,Rohit,76789
2569,Kiran,102711
2570,Rohit,90744
2571,Rohit,64105
2572,Binod,34982
2573,Hari,63844
2574,Binod,100330
2575,Kiran,57030
2576,Ram,81429
2577,Anita,79049
2578,Kiran,46477
2579,Kiran,92983
2580,Ram,30135
2581,Ram,43926
2582,Kiran,85534
2583,Binod,104354
2584,Hari,78380
2585,Ram,64675
2586,Binod,100184
2587,Kiran,55804
2588,Hari,61813
2589,Hari,83284
2590,Binod,30724
2591,Gita,73507
2592,Kiran,51519
2593,Kiran,42650
2594,Hari,68046
2595,Rohit,53025
2596,Hari,116494
2597,Ram,70862
2598,Kiran,41927
2599,Binod,37355
2600,Anita,88045
2601,Anita,115014
2602,Hari,110091
2603,Hari,70428
2604,Rohit,102184
2605,Ram,83672
2606,Gita,119652
2607,Kiran,103298
2608,Rohit,116269
2609,Anita,108298
2610,Rohit,49779
2611,Binod,67816
2612,Binod,104239
2613,Ram,75030
2614,Ram,81911
2615,Ram,119338
2616,Rohit,111342
2617,Binod,75829
2618,Sita,84433
2619,Kiran,68134
2620,Ram,109646
2621,Ram,80531
2622,Kiran,90255
2623,Ram,97358
2624,Kiran,78013
2625,Kiran,30134
2626,Kiran,67396
2627,Gita,95455
2628,Binod,34453
2629,Kiran,31414
2630,Sita,94968
2631,Gita,59891
2632,Anita,55127
2633,Binod,88468
2634,Hari,40666
2635,Sita,53932
2636,Hari,39909
2637,Anita,72838
2638,Sita,52982
2639,Hari,108431
2640,Hari,85060
2641,Gita,55414
2642,Binod,92855
2643,Anita,74476
2644,Kiran,56233
2645,Rohit,64007
2646,Hari,84764
2647,Rohit,53393
2648,Hari,40011
2649,Sita,105077
2650,Sita,78102
2651,Anita,54425
2652,Rohit,92887
2653,Hari,83412
2654,Rohit,91675
2655,Gita,103143
2656,Hari,37723
2657,Hari,99649
2658,Sita,114152
2659,Kiran,94919
2660,Anita,93546
2661,Binod,54307
2662,Kiran,116840
2663,Binod,53515
2664,Binod,70692
2665,Anita,57898
2666,Gita,85445
2667,Sita,97812
2668,Ram,81668
2669,Kiran,106673
2670,Ram,68574
2671,Rohit,71951
2672,Hari,34059
2673,Sita,102234
2674,Ram,39988
2675,Hari,51942
2676,Rohit,76400
2677,Sita,114055
2678,Rohit,62388
2679,Binod,105731
2680,Gita,112141
2681,Ram,68871
2682,Binod,105621
2683,Gita,104513
2684,Anita,109082
2685,Gita,118994
2686,Gita,56551
2687,Hari,103541
2688,Anita,71813
2689,Sita,72030
2690,Gita,118063
2691,Anita,37692
2692,Gita,112994
2693,Kiran,31486
2694,Ram,59132
2695,Binod,47097
2696,Sita,94570
2697,Rohit,62408
2698,Hari,32987
2699,Gita,99603
2700,Gita,104216
2701,Kiran,113964
2702,Binod,85777
2703,Kiran,62647
2704,Anita,107083
2705,Rohit,41315
2706,Kiran,76374
2707,Ram,42657
2708,Ram,41907
2709,Hari,44341
2710,Sita,31396
2711,Anita,55136
2712,Anita,65735
2713,Gita,73420
2714,Hari,31561
2715,Hari,91548
2716,Rohit,44517
2717,Anita,62708
2718,Ram,43245
2719,Rohit,66186
2720,Rohit,118616
2721,Gita,94511
2722,Anita,95751
2723,Hari,35690
2724,Binod,93185
2725,Anita,74261
2726,Binod,96181
2727,Binod,36501
2728,Hari,111258
2729,Kiran,99605
2730,Ram,103192
2731,Ram,49011
2732,Anita,114713
2733,Kiran,83218
2734,Gita,42093
2735,Sita,30471
2736,Hari,88330
2737,Binod,61931
2738,Sita,67649
2739,Binod,85474
2740,Anita,98920
2741,Binod,57767
2742,Rohit,66625
2743,Gita,69725
2744,Rohit,64901
2745,Gita,106305
2746,Sita,60695
2747,Anita,53802
2748,Kiran,48666
2749,Ram,101177
2750,Anita,80666
2751,Ram,118335
2752,Kiran,73256
2753,Kiran,41315
2754,Ram,119627
2755,Hari,93604
2756,Binod,68346
2757,Sita,63066
2758,Kiran,112918
2759,Sita,91458
2760,Ram,115968
2761,Ram,98468
2762,Gita,105129
2763,Binod,63901
2764,Rohit,115900
2765,Binod,71400
2766,Hari,108530
2767,Kiran,81213
2768,Rohit,105783
2769,Binod,70613
2770,Rohit,73591
2771,Ram,43388
2772,Ram,40836
2773,Binod,119819
2774,Binod,64216
2775,Hari,33706
2776,Gita,93082
2777,Ram,107622
2778,Ram,45129
2779,Hari,69195
2780,Binod,104091
2781,Binod,72033
2782,Ram,45867
2783,Sita,88623
2784,Ram,35000
2785,Hari,76991
2786,Gita,59590
2787,Anita,88518
2788,Ram,74950
2789,Hari,90309
2790,Hari,55023
2791,Anita,98587
2792,Hari,43272
2793,Rohit,65872
2794,Hari,58418
2795,Gita,48906
2796,Ram,81996
2797,Binod,54575
2798,Ram,54875
2799,Rohit,35217
2800,Ram,57738
2801,Ram,43639
2802,Gita,77068
2803,Kiran,96078
2804,Hari,96415
2805,Sita,52975
2806,Hari,31279
2807,Hari,55604
2808,Gita,91021
2809,Anita,91847
2810,Anita,104150
2811,Anita,78673
2812,Anita,74843
2813,Anita,104664
2814,Kiran,112694
2815,Gita,42507
2816,Hari,100408
2817,Rohit,94097
2818,Sita,65551
2819,Ram,46117
2820,Sita,86720
2821,Sita,94972
2822,Sita,85148
